clxnjdyvx00032v6qdy23ak7o,"[{'x': 486.344, 'y': 596.828}, {'x': 693.568, 'y': 554.537}, {'x': 621.674, 'y': 455.154}, {'x': 518.062, 'y': 410.749}, {'x': 416.564, 'y': 455.154}, {'x': 482.115, 'y': 522.819}, {'x': 486.344, 'y': 596.828}]"
clxnje7u200042v6qsfbmamy7,"[{'x': 689.339, 'y': 554.537}, {'x': 623.789, 'y': 455.154}, {'x': 511.718, 'y': 404.405}, {'x': 632.247, 'y': 366.344}, {'x': 786.608, 'y': 412.863}, {'x': 881.762, 'y': 476.3}, {'x': 689.339, 'y': 554.537}]"
clxnjefuu00052v6q9ml3pokh,"[{'x': 6.344, 'y': 1679.471}, {'x': 689.339, 'y': 1561.057}, {'x': 1148.194, 'y': 1829.604}, {'x': 437.709, 'y': 2026.256}, {'x': 8.458, 'y': 2110.837}, {'x': 6.344, 'y': 1679.471}]"
clxnjeq7h00062v6q12az2nzi,"[{'x': 10.573, 'y': 2115.066}, {'x': 522.291, 'y': 2013.568}, {'x': 1171.454, 'y': 1846.52}, {'x': 1395.595, 'y': 1772.511}, {'x': 2266.784, 'y': 1956.476}, {'x': 1831.189, 'y': 2155.242}, {'x': 0.0, 'y': 2160.0}, {'x': 10.573, 'y': 2115.066}]"
clxnjf1fy00072v6qsujoq6xg,"[{'x': 3332.511, 'y': 730.044}, {'x': 3376.916, 'y': 827.313}, {'x': 3522.819, 'y': 884.405}, {'x': 3727.93, 'y': 994.361}, {'x': 3757.533, 'y': 947.841}, {'x': 3332.511, 'y': 730.044}]"
clxnjf9s600082v6qrtg79oiq,"[{'x': 3431.894, 'y': 852.687}, {'x': 3508.018, 'y': 990.132}, {'x': 3592.599, 'y': 1004.934}, {'x': 3776.564, 'y': 1112.775}, {'x': 3825.198, 'y': 1138.15}, {'x': 3840.0, 'y': 1062.026}, {'x': 3431.894, 'y': 852.687}]"
clxnjfjk700092v6qictf9n9d,"[{'x': 1964.405, 'y': 309.251}, {'x': 2034.185, 'y': 347.313}, {'x': 2302.731, 'y': 334.626}, {'x': 2493.04, 'y': 328.282}, {'x': 2448.634, 'y': 285.991}, {'x': 1964.405, 'y': 309.251}]"
clxnjfspz000a2v6q9hame121,"[{'x': 2044.758, 'y': 351.542}, {'x': 2323.877, 'y': 389.604}, {'x': 2543.789, 'y': 370.573}, {'x': 2501.498, 'y': 336.74}, {'x': 2044.758, 'y': 351.542}]"
