[190.  682.5],[3.1920000e+03 9.8245614e-01]
[434.64034872 717.05146359],[7.45456666e+03 9.61816507e-01]
[434.51835864 717.04630692],[7.47597896e+03 9.64635661e-01]
[434.47543058 717.04119908],[7.48357478e+03 9.65689647e-01]
[434.46260467 717.69691393],[7.48590118e+03 9.66064355e-01]
[434.46094916 717.94153201],[7.48626487e+03 9.66180633e-01]
[434.13320549 718.68937809],[7.42783955e+03 9.58702326e-01]
[434.01210886 718.96577075],[7.40531813e+03 9.55850664e-01]
[433.97029329 719.06205449],[7.39674364e+03 9.54792705e-01]
[433.6275057  719.42055026],[7.50766239e+03 9.54766598e-01]
[433.83179614 719.87760389],[7.54639809e+03 9.40392337e-01]
[433.9142393  720.04258192],[7.56034570e+03 9.35044223e-01]
[433.9483684 720.4249167],[7.50982668e+03 9.39976739e-01]
[433.96367631 720.8908279 ],[7.54557726e+03 9.35036386e-01]
[434.30213272 721.05706569],[7.49922609e+03 9.25902524e-01]
[433.76841628 721.4391508 ],[7.42656381e+03 9.29339514e-01]
[433.90031087 722.23468462],[7.45810838e+03 9.38207390e-01]
[433.6217648  722.52322286],[7.52872292e+03 9.49025238e-01]
[432.86003807 722.94987631],[7.72946806e+03 9.60791080e-01]
[432.57448629 723.09873083],[7.80545598e+03 9.65196255e-01]
[433.45528934 723.8016193 ],[7.65616314e+03 9.44948156e-01]
[433.46836369 724.05522444],[7.65709044e+03 9.44474477e-01]
[432.8141045  725.12745866],[7.83291023e+03 9.52012488e-01]
[432.57030501 725.51895228],[7.89888308e+03 9.54812609e-01]
[431.16664299 725.98054622],[8.22134111e+03 9.77675160e-01]
[430.64164028 726.4686977 ],[8.28315937e+03 9.93271731e-01]
[430.44894564 726.96710786],[8.24460184e+03 9.77793774e-01]
[430.05805042 727.79789311],[8.40813770e+03 9.93196349e-01]
[429.91937516 728.42540131],[8.40732445e+03 9.77717099e-01]
[429.5493565  728.64544079],[8.34222615e+03 9.64621583e-01]
[429.75065567 730.02629784],[8.37032371e+03 9.39231178e-01]
[429.83746625 730.53215423],[8.37858416e+03 9.29834345e-01]
[429.21623433 731.68812328],[8.44749044e+03 9.46859048e-01]
[428.66141744 732.43572138],[8.59269194e+03 9.53749657e-01]
[428.45971894 733.68234354],[8.58654529e+03 9.63054641e-01]
[428.39363969 734.13057225],[8.58193332e+03 9.66635607e-01]
[428.70797496 735.26379451],[8.57611154e+03 9.54276306e-01]
[428.17639843 735.99593618],[8.63128981e+03 9.43056745e-01]
[427.65307015 737.2328679 ],[8.65448788e+03 9.52281495e-01]
[427.46422441 737.67460847],[8.66137544e+03 9.55853899e-01]
[427.40246574 738.80219911],[8.84283399e+03 9.37703662e-01]
[427.05878304 740.18487579],[8.78603388e+03 9.30552591e-01]
[426.9379488  740.68278253],[8.76244906e+03 9.27923051e-01]
[425.90930431 741.82741544],[8.87615116e+03 9.27547820e-01]
[425.53135507 742.23135676],[8.91799005e+03 9.27477392e-01]
[425.40040887 743.01072998],[9.05206571e+03 9.15257060e-01]
[425.03319169 744.26146121],[9.10720713e+03 9.23439366e-01]
[423.91813917 744.37864198],[9.25203993e+03 9.27149864e-01]
[423.1786961  745.37887643],[9.43248457e+03 9.29072703e-01]
[422.5841522  746.05912499],[9.62751854e+03 9.30290936e-01]
[421.39060867 747.60021703],[9.76634461e+03 9.37198471e-01]
[420.95209723 748.1584375 ],[9.81608672e+03 9.39850314e-01]
[420.80472111 750.63931979],[9.76824065e+03 9.46947380e-01]
[418.79693207 752.86836948],[9.87350003e+03 9.37452936e-01]
[418.05318207 753.67312495],[9.91036673e+03 9.33883616e-01]
[417.46611427 754.59365022],[9.98930660e+03 9.38918379e-01]
[416.61000823 755.23063024],[9.95254848e+03 9.46879495e-01]
[415.98019065 757.08023003],[1.00674659e+04 9.50224992e-01]
[415.43695211 758.72763843],[1.03715381e+04 9.39812011e-01]
[414.59844229 759.96765067],[1.03461345e+04 9.23579105e-01]
[413.31500415 763.34735775],[1.04772562e+04 9.41893587e-01]
[412.85459266 764.59027569],[1.05226512e+04 9.48907061e-01]
[412.37880228 765.00778752],[1.07385342e+04 9.45957354e-01]
[411.89535305 766.43155567],[1.08878966e+04 9.50971709e-01]
[410.75307996 767.91038287],[1.09377544e+04 9.40972548e-01]
[409.68502116 769.73729534],[1.09523885e+04 9.37146047e-01]
[408.97789796 771.36833739],[1.12263903e+04 9.24935179e-01]
[407.7511769  772.59494427],[1.14003588e+04 9.26363252e-01]
[406.98435498 774.64855863],[1.14569256e+04 9.15650520e-01]
[406.06509537 776.69087144],[1.16216334e+04 9.23382960e-01]
[405.41677089 778.07156641],[1.18909329e+04 9.21446164e-01]
[404.21603369 779.52577257],[1.19833621e+04 9.09808343e-01]
[402.80167792 781.33510863],[1.22407476e+04 9.22584198e-01]
[401.96761104 782.29816404],[1.24795276e+04 9.27862541e-01]
[400.37358888 784.2479387 ],[1.26367238e+04 9.24688630e-01]
[398.81414702 786.57494167],[1.25437984e+04 9.23054544e-01]
[397.27006388 788.39034515],[1.26497508e+04 9.22887355e-01]
[396.06552144 790.33429739],[1.28273895e+04 9.12619730e-01]
[394.66198614 792.9799654 ],[1.29685184e+04 9.14315577e-01]
[393.84085393 794.91195165],[1.31676414e+04 9.15477415e-01]
[392.25725988 797.22224828],[1.31665638e+04 9.20972525e-01]
[391.0384551  799.67839292],[1.33907081e+04 9.29007672e-01]
[389.96045922 801.85643983],[1.36186664e+04 9.21973735e-01]
[387.95249041 804.25453963],[1.38544848e+04 9.19765275e-01]
[385.26358177 807.39107374],[1.43257070e+04 9.14984802e-01]
[384.28352986 808.84585534],[1.44263858e+04 9.17963764e-01]
[382.65088722 811.28686221],[1.46216114e+04 9.29594104e-01]
[379.78845902 815.75126871],[1.50030596e+04 9.24740917e-01]
[377.10933527 819.0070377 ],[1.54722959e+04 9.33478877e-01]
[376.13727914 819.84227422],[1.57248566e+04 9.32053694e-01]
[374.84659831 822.03523446],[1.60684344e+04 9.46517890e-01]
[372.77833291 824.09923703],[1.62683618e+04 9.37616147e-01]
[370.40678587 826.76883052],[1.65943626e+04 9.49006239e-01]
[367.92745459 829.67145823],[1.67963449e+04 9.58238647e-01]
[364.1017048  834.95872763],[1.73779168e+04 9.62187496e-01]
[362.6959005  836.88491259],[1.75933659e+04 9.63636554e-01]
[358.31505208 842.10629163],[1.83671183e+04 9.64708241e-01]
[356.70265613 844.00849057],[1.86567549e+04 9.65069646e-01]
[354.53320188 846.26439907],[1.89349059e+04 9.65283495e-01]
[351.49368351 849.64248852],[1.94840541e+04 9.70202832e-01]
[348.45011019 853.12319445],[1.97745647e+04 9.67575896e-01]
[344.09808184 856.31555828],[2.04343159e+04 9.93801286e-01]
[340.5645762  859.72249917],[2.09554276e+04 1.00819032e+00]
[336.69163059 863.53654242],[2.13354590e+04 1.00452866e+00]
[333.01214037 867.82895994],[2.20438003e+04 1.00289009e+00]
[329.74283569 871.64685903],[2.24012323e+04 9.97825387e-01]
[325.32865659 875.60800637],[2.29156666e+04 9.95806818e-01]
[317.87491479 882.88061398],[2.38977500e+04 9.95033074e-01]
[315.118016   885.55545963],[2.42639240e+04 9.94694197e-01]
[311.25300439 888.72842771],[2.47948998e+04 1.00280748e+00]
[305.65926823 892.42580703],[2.54987276e+04 1.00987683e+00]
[300.3786812  896.32536011],[2.65974195e+04 9.96216164e-01]
[294.5731514  899.65166588],[2.78647912e+04 9.91303926e-01]
[288.90124829 906.9609341 ],[2.76895342e+04 1.02052457e+00]
[282.6297784  912.93726154],[2.85694199e+04 1.03560917e+00]
[282.6297784  912.93726154],[2.85694199e+04 1.03560917e+00]
[271.93934812 922.9103874 ],[2.95507029e+04 1.04861414e+00]
[268.27153667 926.57399105],[2.98017378e+04 1.04968202e+00]
[262.16491837 930.7439203 ],[3.0538797e+04 1.0650585e+00]
[250.25912682 940.02320349],[3.19638951e+04 1.06152884e+00]
[245.8267599  943.40823413],[3.24960445e+04 1.06018447e+00]
[233.92503647 952.67286285],[3.37305214e+04 1.06981035e+00]
[229.53142066 956.05169298],[3.41851501e+04 1.07336966e+00]
[222.5382504  961.06795555],[3.54221841e+04 1.07703440e+00]
[214.21377841 967.6971677 ],[3.62413602e+04 1.08158124e+00]
[205.3710026  974.94957809],[3.74003718e+04 1.08578193e+00]
[195.69422637 981.77886195],[3.87063982e+04 1.08977222e+00]
[185.70350175 989.09060801],[3.95654235e+04 1.09428239e+00]
[175.91818476 996.58770719],[4.06488570e+04 1.09488823e+00]
[ 165.25450155 1003.49365904],[4.16784394e+04 1.10471720e+00]
[ 153.61643385 1011.80007882],[4.28626442e+04 1.10031793e+00]
[ 142.57693682 1019.98086379],[4.39600762e+04 1.10115395e+00]
[ 130.81282814 1028.76292542],[4.57174282e+04 1.10644507e+00]
[ 118.79038753 1036.78878853],[4.70452490e+04 1.11749002e+00]
[ 111.37748223 1046.47503432],[4.65758806e+04 1.06535343e+00]
[ 101.91559838 1060.67607249],[4.27773837e+04 9.71241185e-01]
[  98.50362009 1065.89154076],[4.13859380e+04 9.37802901e-01]
[  93.71967144 1073.48517104],[3.98657261e+04 8.81296059e-01]
[  83.66707256 1089.49689258],[3.65088401e+04 7.66957155e-01]
[  80.27794573 1095.38049694],[3.53565580e+04 7.29092303e-01]
[  74.08549601 1105.14701733],[3.31180245e+04 6.62921271e-01]
[  62.64641187 1119.02046029],[2.76640419e+04 5.67461969e-01]
[  59.1190401  1124.02683201],[2.59687776e+04 5.38348158e-01]
[  52.77966722 1118.69544766],[2.02839646e+04 5.49339012e-01]
[  39.97585156 1123.49020894],[1.34891216e+04 4.73883697e-01]
[  30.16447518 1131.1390988 ],[9.34875808e+03 3.89311844e-01]
[  28.37280538 1133.39897615],[8.54400593e+03 3.76879928e-01]
[  22.063543   1143.70695123],[6.46375073e+03 3.01249197e-01]
[  13.0378677  1156.41961801],[3.62533553e+03 1.87553392e-01]
[  13.0378677  1156.41961801],[3.62533553e+03 1.87553392e-01]
[171.  686.5],[4.38600000e+03 1.68627451e+00]
[173.4 686.5],[4.54920000e+03 1.74901961e+00]
[187.18640267 685.34383954],[3.47807213e+03 1.37855979e+00]
[195.23187025 683.78191262],[3.79646858e+03 1.47366201e+00]
[197.58968787 683.33343391],[3.82050051e+03 1.47250828e+00]
[201.17876494 683.59602742],[3.93091767e+03 1.46956640e+00]
[203.55694562 683.36926684],[4.06460948e+03 1.54540097e+00]
[203.55694562 683.36926684],[4.06460948e+03 1.54540097e+00]
[208.32803661 682.96917943],[4.45003580e+03 1.65782831e+00]
[209.96916274 682.84405372],[4.59201442e+03 1.69861705e+00]
[215.98385137 683.83088549],[4.86029539e+03 1.66182490e+00]
[218.45610115 684.20448504],[4.99451958e+03 1.66064586e+00]
[221.53105413 683.36588098],[5.13877859e+03 1.65194366e+00]
[225.82833505 683.70968525],[5.18977342e+03 1.64842755e+00]
[230.27148591 683.52083565],[5.17993508e+03 1.67815420e+00]
[230.27148591 683.52083565],[5.17993508e+03 1.67815420e+00]
[237.38697576 683.12432341],[5.26994148e+03 1.68130266e+00]
[239.95892569 683.30982282],[5.23852318e+03 1.70220680e+00]
[243.06878913 683.05749646],[5.24834186e+03 1.67809562e+00]
[247.3787399  682.96754517],[5.32218579e+03 1.69210250e+00]
[251.82065061 682.93924805],[5.23717054e+03 1.66223054e+00]
[251.82065061 682.93924805],[5.23717054e+03 1.66223054e+00]
[258.96289447 682.60453123],[5.29968118e+03 1.64286693e+00]
[261.49756135 682.48271908],[5.32122255e+03 1.63557769e+00]
[264.26660981 682.11361602],[5.26583212e+03 1.65181241e+00]
[268.78098251 681.97929191],[5.40371877e+03 1.63151804e+00]
[272.31387924 681.60666458],[5.39262756e+03 1.64264795e+00]
[276.4605284  681.80040699],[5.28674632e+03 1.65456666e+00]
[279.85246423 681.55059571],[5.30669427e+03 1.63983915e+00]
[283.62070097 681.46221705],[5.38832084e+03 1.65747967e+00]
[283.62070097 681.46221705],[5.38832084e+03 1.65747967e+00]
[289.50440101 681.43485939],[5.46650642e+03 1.60401304e+00]
[291.57981466 681.42908008],[5.49358156e+03 1.58431925e+00]
[294.18858154 680.77712736],[5.62457958e+03 1.54282829e+00]
[299.65055135 681.50989246],[5.49116277e+03 1.57834214e+00]
[304.86915875 682.13563365],[5.37528847e+03 1.61144013e+00]
[306.68485833 682.37396568],[5.33065011e+03 1.62443968e+00]
[309.19651584 681.79961428],[5.43699477e+03 1.59236318e+00]
[311.97994744 681.58575399],[5.47623900e+03 1.58073391e+00]
[314.87141443 681.50606907],[5.49049264e+03 1.57645695e+00]
[317.47706836 681.14920135],[5.51688931e+03 1.54656194e+00]
[320.96945539 681.01679071],[5.52591556e+03 1.53558006e+00]
[323.80683123 680.97015414],[5.60889775e+03 1.48812269e+00]
[326.72815424 680.95563264],[5.52039862e+03 1.50264541e+00]
[329.68504148 680.62473646],[5.58266485e+03 1.43968517e+00]
[332.65507867 680.50351679],[5.60423355e+03 1.41721688e+00]
[335.30111988 680.78803345],[5.59557870e+03 1.43470698e+00]
[337.49885918 681.23114544],[5.64995737e+03 1.42690019e+00]
[341.5143962  681.40056249],[5.58652963e+03 1.40338148e+00]
[342.89750127 681.46582829],[5.56186456e+03 1.39492986e+00]
[346.2874492  680.83309305],[5.71081295e+03 1.37413705e+00]
[347.44828879 680.92082205],[5.70910639e+03 1.38071279e+00]
[350.08630899 680.95724566],[5.66482705e+03 1.37343189e+00]
[351.96228618 681.30176271],[5.74839150e+03 1.36739343e+00]
[354.21962383 681.43299832],[5.62089758e+03 1.38316492e+00]
[356.28898968 681.15204937],[5.62977719e+03 1.37544295e+00]
[358.29134046 681.70575366],[5.63296749e+03 1.37280525e+00]
[361.26412774 681.58604923],[5.64909430e+03 1.34786875e+00]
[362.61374034 682.52470425],[5.75562512e+03 1.33555660e+00]
[364.35223899 682.55233277],[5.65192576e+03 1.32431608e+00]
[366.90005139 682.55754108],[5.52534268e+03 1.30002502e+00]
[368.4214746  682.88492282],[5.50883859e+03 1.32522362e+00]
[371.55958943 683.33572251],[5.47281011e+03 1.30109391e+00]
[372.64463714 683.49988553],[5.45946015e+03 1.29235850e+00]
[373.95832265 683.88551712],[5.55409109e+03 1.28660731e+00]
[375.36430589 684.68238007],[5.65710462e+03 1.24978433e+00]
[376.80341172 685.30433162],[5.68587649e+03 1.25848028e+00]
[378.26225093 685.53335086],[5.45384596e+03 1.25724063e+00]
[380.05842076 684.94429595],[5.67512786e+03 1.22780612e+00]
[380.99320446 686.02533485],[5.71245217e+03 1.20799561e+00]
[381.93183597 686.10760147],[5.67230359e+03 1.21240328e+00]
[383.54264212 685.79804128],[5.71092935e+03 1.20297199e+00]
[384.08280282 686.32876826],[5.72532009e+03 1.19977633e+00]
[385.54708747 686.52303526],[5.73039325e+03 1.19891096e+00]
[387.6936277 687.2457021],[5.68611971e+03 1.18932777e+00]
[388.43912274 687.83997941],[5.72309738e+03 1.17482708e+00]
[389.32155103 688.38277404],[5.79071487e+03 1.15884943e+00]
[389.92704821 688.25042826],[5.80917220e+03 1.17333951e+00]
[391.4244011  688.84400115],[5.72228136e+03 1.16040600e+00]
[392.5976221  689.38703252],[5.74237521e+03 1.14498206e+00]
[392.98481827 689.58068124],[5.74987250e+03 1.13951327e+00]
[393.07997791 689.64111678],[5.75256335e+03 1.13775627e+00]
[394.3948888  690.63909269],[5.71150972e+03 1.10848790e+00]
[395.50883484 690.34919191],[5.69560625e+03 1.09785490e+00]
[396.21354851 690.22448315],[5.64184962e+03 1.08500904e+00]
[396.76476787 691.15278725],[5.61832208e+03 1.09985612e+00]
[397.26427263 692.81680791],[5.76137233e+03 1.09486653e+00]
[397.74601742 693.75679758],[5.71567679e+03 1.09406406e+00]
[398.88286187 693.76660485],[5.59855921e+03 1.09487450e+00]
[399.27317736 694.41112727],[5.55463830e+03 1.09547111e+00]
[399.71654653 693.97364048],[5.49147928e+03 1.08656597e+00]
[400.18040298 694.78347079],[5.66980946e+03 1.06308899e+00]
[400.9872882  695.40215899],[5.68654021e+03 1.06423718e+00]
[401.59197968 695.95072359],[5.59352903e+03 1.06548173e+00]
[402.11976855 696.14050246],[5.70900405e+03 1.05609970e+00]
[402.95178621 697.50993767],[5.85477325e+03 1.03446321e+00]
[403.23733363 697.68924829],[5.96089663e+03 1.01793842e+00]
[403.31668041 698.06490086],[5.95006660e+03 1.02063347e+00]
[403.65100903 698.51709054],[5.94488735e+03 1.00468351e+00]
[403.75162692 699.65465415],[5.89151635e+03 1.00751027e+00]
[404.43018136 701.05749629],[5.71947366e+03 1.00019013e+00]
[404.99561371 701.5668112 ],[5.70489036e+03 1.00655190e+00]
[405.51793503 701.40431997],[5.69874711e+03 1.02703853e+00]
[405.36398742 702.31260022],[5.89915371e+03 1.01668818e+00]
[405.28647388 702.6353994 ],[5.97504007e+03 1.01311302e+00]
[405.23875753 702.73607844],[6.10581168e+03 9.94912605e-01]
[405.86459151 702.75645458],[6.15468858e+03 9.88304328e-01]
[406.08728585 702.74465837],[6.06987783e+03 1.00257485e+00]
[406.15670306 703.38090016],[6.24271824e+03 1.00822365e+00]
[406.17119136 703.93463464],[6.35970962e+03 1.00209633e+00]
[406.82050271 705.11238922],[6.35060350e+03 1.00813038e+00]
[407.05565351 705.87439299],[6.29235234e+03 1.01902712e+00]
[407.46121817 706.47290442],[6.16452672e+03 1.02352189e+00]
[408.26279492 707.00817548],[6.16786416e+03 1.01650318e+00]
[408.2209283 707.1895297],[6.32536334e+03 1.00533480e+00]
[408.19208936 708.2240677 ],[6.43691237e+03 9.93097997e-01]
[408.16821351 708.60008782],[6.47843550e+03 9.88576992e-01]
[408.14783287 708.06562638],[6.49281907e+03 9.86964129e-01]
[408.78999408 708.498992  ],[6.49681787e+03 9.86461630e-01]
[409.02353185 709.30528321],[6.49697756e+03 9.86374302e-01]
[408.77112    709.92379484],[6.60253329e+03 9.86564253e-01]
[409.32485923 710.79789494],[6.64150648e+03 9.86702573e-01]
[409.52666054 710.78296886],[6.60159784e+03 9.94793503e-01]
[409.59349705 711.08606813],[6.63842372e+03 9.89927846e-01]
[409.93926033 711.51314864],[6.65151346e+03 1.00422912e+00]
[409.7328605 711.9873931],[6.76296748e+03 1.00962303e+00]
[409.97437726 712.47943717],[6.80466263e+03 9.95653358e-01]
[410.05865845 712.97808859],[6.76470635e+03 9.98280259e-01]
[410.08313727 713.80935718],[6.74802775e+03 9.99329953e-01]
[409.75558959 714.43566908],[6.84944399e+03 9.99733986e-01]
[409.29763968 714.32502819],[6.99486518e+03 9.68914447e-01]
[409.44911181 714.26831916],[6.99116763e+03 9.49965958e-01]
[409.83556687 715.53772187],[6.83095475e+03 9.80477330e-01]
[409.64767143 716.00770163],[6.82090779e+03 1.00091448e+00]
[409.90251608 716.49706134],[6.70777457e+03 1.00885829e+00]
[409.99669305 716.66139237],[6.66491204e+03 9.79481369e-01]
[408.03272986 717.03732513],[6.36688993e+03 9.13111867e-01]
[403.55688755 717.82105977],[5.74037183e+03 8.15793930e-01]
[409.93388422 714.0558354 ],[5.37829959e+03 1.31065898e+00]
[410.40461691 714.34744372],[5.39870165e+03 1.29325419e+00]
[411.55539517 720.31702852],[6.41125958e+03 1.13566789e+00]
[411.98422765 722.39563099],[6.77577899e+03 1.09124070e+00]
[411.80638544 723.18881864],[6.97514566e+03 1.04957884e+00]
[411.06299811 724.42701533],[7.20909981e+03 1.04243094e+00]
[411.42689609 726.49430251],[7.46174026e+03 9.86289024e-01]
[411.22669241 727.57882847],[7.55295715e+03 9.80921116e-01]
[411.47238122 727.95250196],[7.74969843e+03 9.72785755e-01]
[411.55860903 728.70314171],[7.81853810e+03 9.70220794e-01]
[411.58385981 729.27603094],[7.89370041e+03 9.62867454e-01]
[411.58640436 729.45788632],[7.91559034e+03 9.60557650e-01]
[411.25169444 729.4883401 ],[7.85723387e+03 9.52933902e-01]
[411.11870364 729.79095092],[7.77237561e+03 9.57393734e-01]
[411.39554427 729.8725233 ],[7.79383058e+03 9.67003146e-01]
[411.49700059 729.8739183 ],[7.79733580e+03 9.71040673e-01]
[411.53180037 730.17641244],[7.85186821e+03 9.65788999e-01]
[411.87109895 730.9248248 ],[7.69602638e+03 9.70856756e-01]
[411.99592865 731.84586776],[7.74700089e+03 9.58860094e-01]
[412.0384714  731.51434069],[7.76387936e+03 9.54585079e-01]
[412.38073316 731.36290504],[7.70822718e+03 9.45878732e-01]
[411.51054269 731.61361811],[7.80137721e+03 9.43286050e-01]
[411.18100133 731.69196047],[7.83498576e+03 9.42506519e-01]
[411.05582405 731.70472724],[7.84581335e+03 9.42422041e-01]
[411.00924807 732.02331967],[7.91115189e+03 9.64018967e-01]
[411.32102473 732.45994674],[8.04660658e+03 9.44436207e-01]
[411.4413441  732.61291708],[8.09542885e+03 9.37307714e-01]
[411.48650481 733.31327204],[7.99764656e+03 9.48103385e-01]
[411.8328733  734.22720948],[7.89754224e+03 9.45269821e-01]
[411.96287598 734.88702093],[7.80154768e+03 9.51158192e-01]
[412.0095054  735.11836568],[7.76456027e+03 9.53514914e-01]
[412.0245964  735.18799172],[7.75029697e+03 9.54461742e-01]
[412.02790986 735.19782175],[7.74472137e+03 9.54862333e-01]
[411.69635184 735.84811064],[7.80202731e+03 9.62393300e-01]
[411.57007465 736.41017727],[7.88089821e+03 9.58212738e-01]
[411.5219256  736.60781127],[7.91034960e+03 9.56659768e-01]
[411.50394761 737.32674799],[7.92087264e+03 9.56087319e-01]
[411.49755002 737.58392723],[7.92416965e+03 9.55889834e-01]
[411.82566595 737.9952873 ],[7.92699828e+03 9.70117895e-01]
[411.62029526 738.46571069],[8.04514842e+03 9.75695530e-01]
[411.87014619 739.28788114],[8.14613567e+03 9.56666836e-01]
[411.96533173 739.91193617],[8.12486276e+03 9.56338030e-01]
[411.34014473 740.79078614],[8.11544421e+03 9.56253207e-01]
[411.10321744 741.10505743],[8.11083871e+03 9.56244581e-01]
[411.01525834 741.53431598],[8.16630355e+03 9.49458034e-01]
[410.98427517 742.33687363],[8.07054075e+03 9.60537861e-01]
[410.9748953  742.62132069],[8.03306322e+03 9.64882798e-01]
[410.97353495 742.7087394 ],[8.01860071e+03 9.66513577e-01]
[410.97499744 742.39239556],[7.9546912e+03 9.7418562e-01]
